PC,rho_PLIKS_vs_PCresid,p,N
0,0.147184293910028,0.013861151979133807,279
21,-0.11188766216261732,0.061990128030680235,279
2,-0.11388448146879487,0.05744739813089969,279
30,0.08671874883250139,0.14853977749679872,279
8,-0.08046370504689837,0.18019697988031572,279
