rank,PC,rho_age_ctrl_oriented,p_age_ctrl_oriented,rho_age_all_oriented,p_age_all_oriented,explained_var_ratio
1,0,0.34218630178576315,0.00022174494244071012,0.3157668809223918,1.264639170089101e-06,0.20069711473087626
