rank,PC,rho_age_ctrl_oriented,p_age_ctrl_oriented,rho_age_all_oriented,p_age_all_oriented,explained_var_ratio
1,0,0.34218630178576315,0.00022174494244071012,0.3157668809223918,1.264639170089101e-06,0.20069711473087626
2,21,0.25201473598901214,0.00734983125862107,0.20747983922319382,0.0017126554545870219,0.012109641968404384
