ROI,weight
ThickAvg_rh_transversetemporal,-0.18340461276759581
ThickStd_lh_caudalanteriorcingulate,-0.2154410530582424
ThickStd_lh_caudalmiddlefrontal,-0.12804044445661839
ThickStd_lh_cuneus,-0.4611091708535212
ThickStd_lh_entorhinal,-0.08551957086320638
ThickStd_lh_fusiform,-0.0728413018631812
ThickStd_lh_inferiorparietal,-0.3468974982424051
ThickStd_lh_inferiortemporal,0.013813489563029696
ThickStd_lh_insula,0.4031605640241014
ThickStd_lh_isthmuscingulate,-0.19281990900008272
ThickStd_lh_lateraloccipital,-0.28536249904749
ThickStd_lh_lateralorbitofrontal,-0.057887430272578456
ThickStd_lh_lingual,-0.5180164941808666
ThickStd_lh_medialorbitofrontal,-0.3825179320206194
ThickStd_lh_middletemporal,0.024378352914642198
ThickStd_lh_paracentral,-0.09800210463616077
ThickStd_lh_parahippocampal,0.03150808980794548
ThickStd_lh_parsopercularis,-0.22477207982060782
ThickStd_lh_parsorbitalis,-0.07357751763495435
ThickStd_lh_parstriangularis,-0.4628596487782664
ThickStd_lh_pericalcarine,-0.3242764781075812
ThickStd_lh_postcentral,-0.5366953994633502
ThickStd_lh_posteriorcingulate,-0.2228745786591775
ThickStd_lh_precentral,-0.3875422218826818
ThickStd_lh_precuneus,-0.03355775846692924
ThickStd_lh_rostralanteriorcingulate,-0.1738599639856817
ThickStd_lh_rostralmiddlefrontal,-0.11318472928359494
ThickStd_lh_superiorfrontal,-0.4373966253435798
ThickStd_lh_superiorparietal,-0.4702639297575643
ThickStd_lh_superiortemporal,-0.46567100988643767
ThickStd_lh_supramarginal,-0.24253628475958675
ThickStd_lh_transversetemporal,-0.23533130630828517
ThickStd_rh_caudalanteriorcingulate,-0.11612496026379847
ThickStd_rh_caudalmiddlefrontal,-0.17849330891642998
ThickStd_rh_cuneus,-0.35299286754114195
ThickStd_rh_entorhinal,-0.12413655309407444
ThickStd_rh_fusiform,-0.2238123267095557
ThickStd_rh_inferiorparietal,-0.3666115211689987
ThickStd_rh_inferiortemporal,-0.06633953016273991
ThickStd_rh_insula,0.09429841278405346
ThickStd_rh_isthmuscingulate,-0.32801929621545406
ThickStd_rh_lateraloccipital,-0.533080147731132
ThickStd_rh_lateralorbitofrontal,0.1194593219960448
ThickStd_rh_lingual,-0.6214744768804353
ThickStd_rh_medialorbitofrontal,-0.08156973445241729
ThickStd_rh_middletemporal,-0.312918856270367
ThickStd_rh_paracentral,-0.016573833966367534
ThickStd_rh_parahippocampal,0.0036192972599420363
ThickStd_rh_parsopercularis,0.1255248510671023
ThickStd_rh_parsorbitalis,-0.0562645484632333
ThickStd_rh_parstriangularis,-0.06847920337791624
ThickStd_rh_pericalcarine,-0.27574339377339274
ThickStd_rh_postcentral,-0.44738060213000275
ThickStd_rh_posteriorcingulate,-0.2171177469139459
ThickStd_rh_precentral,-0.11750540339428928
ThickStd_rh_precuneus,0.019272288154508443
ThickStd_rh_rostralanteriorcingulate,0.010332811143839535
ThickStd_rh_rostralmiddlefrontal,-0.14333559177688537
ThickStd_rh_superiorfrontal,-0.31205033738228305
ThickStd_rh_superiorparietal,-0.5915279014964829
ThickStd_rh_superiortemporal,-0.2985831805912645
ThickStd_rh_supramarginal,-0.11178607390240408
ThickStd_rh_transversetemporal,-0.04090044029986435
Volume_mm3_3rd-Ventricle,-0.00013094804727204506
Volume_mm3_4th-Ventricle,-2.71506406858215e-05
Volume_mm3_Brain-Stem,-3.172735177103739e-05
Volume_mm3_CC_Anterior,-0.00016924600075919724
Volume_mm3_CC_Central,-0.0002155143020229746
Volume_mm3_CC_Mid_Anterior,-0.00017775568986011875
Volume_mm3_CC_Mid_Posterior,-0.000183723407705927
Volume_mm3_CC_Posterior,-0.00010263869682163078
Volume_mm3_CSF,-0.00020056031724031317
Volume_mm3_Cbm_Left_CrusI,-2.400642490984585e-05
Volume_mm3_Cbm_Left_CrusII,-2.5932821426572085e-05
Volume_mm3_Cbm_Left_IX,-6.798585136078467e-05
Volume_mm3_Cbm_Left_I_IV,-8.334398514931426e-05
Volume_mm3_Cbm_Left_V,-0.00010343154982660782
Volume_mm3_Cbm_Left_VI,-3.7204708334663505e-05
Volume_mm3_Cbm_Left_VIIIa,-4.9754335107155477e-05
Volume_mm3_Cbm_Left_VIIIb,-7.860204603474773e-05
Volume_mm3_Cbm_Left_VIIb,-5.0207313692255564e-05
Volume_mm3_Cbm_Left_X,-0.0003160038967901574
Volume_mm3_Cbm_Right_CrusI,-1.7880596570884372e-05
Volume_mm3_Cbm_Right_CrusII,-2.6214969692141644e-05
Volume_mm3_Cbm_Right_IX,-6.787889140181687e-05
Volume_mm3_Cbm_Right_I_IV,-9.738336537991786e-05
