rank,PC,rho_age_ctrl_oriented,p_age_ctrl_oriented,rho_age_all_oriented,p_age_all_oriented,explained_var_ratio
1,1,0.6354149522735587,3.1027618122115246e-14,0.6177740123912081,5.111600493861025e-26,0.10193426443517163
