rank,PC,rho_age_ctrl_oriented,p_age_ctrl_oriented,rho_age_all_oriented,p_age_all_oriented,explained_var_ratio
1,1,0.6354149522735587,3.1027618122115246e-14,0.6177740123912081,5.111600493861025e-26,0.10193426443517163
2,0,0.5718380174792317,3.0231378359676815e-11,0.4823594283852043,4.8677552866149664e-15,0.18032002529373364
