subject,wm_snr_orig,gm_snr_orig,wm_snr_norm,gm_snr_norm,cc_size,holes_lh,holes_rh,defects_lh,defects_rh,topo_lh,topo_rh,con_snr_lh,con_snr_rh,rot_tal_x,rot_tal_y,rot_tal_z,n_outlier_norms,n_outlier_sample_nonpar,n_outlier_sample_param,QC_metric
SUBJ_00487,12.53509643839231,8.13532935624534,22.53955986921278,12.88997070540526,0.002672450765261,32,30,20,30,3.5,8.0,3.0700893,3.1476033,0.0072914136521811,-0.0058166343980561,-0.0897687800768114,2.0,1,2,3.3190831373517096
SUBJ_00488,13.189114154613716,7.860142204791605,24.873775316919907,11.954393564322016,0.0025977355791394,39,27,22,35,1.4,1.7,3.4183972,3.4000523,0.0764300265067528,-0.0415240680148755,-0.0566110227137843,2.0,1,5,1.9378579939565024
SUBJ_00490,13.455339035149722,8.708502598999065,23.36611676055129,13.200281232066688,0.0028354304826613,42,49,37,32,2.7,3.9,3.1109502,3.1103275,-0.1049455923266262,-0.0108005310756028,0.04398265324328,4.0,7,18,4.838233941450892
SUBJ_00492,12.328739125941889,8.483947933179564,23.77665853273663,11.65307663564181,0.0024917297368496,35,39,39,40,2.2,3.8,3.1097682,3.119701,-0.1733685906241218,-0.0178723359845949,0.0179331830298684,3.0,0,3,4.041139083263249
SUBJ_00493,11.677862815754285,8.382416728198114,22.810105820966985,13.23998449969721,0.002305741408777,36,36,31,33,2.6,3.1,3.2417321,3.1483092,-0.171129239800108,0.0016696800997863,0.0414626653230965,5.0,1,10,3.569481194197763
SUBJ_00497,9.812774261260214,7.8269292874112,24.276233056022665,12.712201019522103,0.0027744315468561,29,20,18,23,1.5,2.4,3.2562683,3.4629076,-0.2229235454961111,0.0332287513701581,0.0301282152196786,5.0,11,34,1.3724744642650246
SUBJ_00502,11.766725013087134,8.004352208295378,23.706793404218505,13.29724221743756,0.0023192447762384,34,51,35,40,2.3,5.6,3.252975,3.1713178,-0.0846981884661242,-0.0341622823914584,-0.0039659285516458,0.0,1,1,4.41087638643356
SUBJ_00505,13.181617928990567,7.965403438732256,24.12982687527548,11.515075097369628,0.0027397319354225,56,36,33,45,2.3,3.5,3.331394,3.3371332,0.0541816099072183,-0.0383743727659466,-0.0650103071243701,6.0,8,16,4.619422847659068
SUBJ_00506,10.555076343093846,7.510159606364495,23.835609968953587,12.700181088325794,0.0024385643187745,51,61,39,42,4.2,4.8,3.1030679,3.2232778,-0.1985660368484634,0.035846209444769,0.0235171564263829,4.0,3,7,5.999270773561388
SUBJ_00510,10.391955896313682,6.792417894695148,22.805644889675506,11.4653279273859,0.002159236381682,48,34,25,32,1.4,2.1,3.2685058,3.3659716,-0.0755685072933168,-0.1063970954203533,-0.0002554085293915,1.0,0,11,2.8299776657782583
SUBJ_00512,13.147176883161713,8.16945408539299,24.42310655405373,13.056033615270705,0.0024284377046763,71,55,37,44,3.9,6.8,3.228151,3.1473637,-0.0385090460911917,0.0408415975237904,-0.0031197689384544,8.0,5,9,6.71867229126505
SUBJ_00519,13.19622136221055,7.979102010668122,26.80608753191072,11.917655748046938,0.0031138344504762,35,28,25,22,1.4,2.2,3.5072136,3.4137216,0.0639667149822939,-0.0844054252673379,0.0015501801061681,2.0,0,4,1.0944507818611116
SUBJ_00520,11.189018199949976,7.318686934025694,24.479914896944425,11.869274392427876,0.0026241254908984,42,29,34,38,1.7,2.4,3.236083,3.4387417,-0.0387592494294827,-0.0236857957744733,0.0067467341537117,4.0,2,2,3.134703270082382
SUBJ_00525,11.857235877692524,8.578753043617946,23.74681870174416,12.633638361668808,0.0032618214745654,34,33,19,23,4.9,7.0,3.46549,3.4077752,-0.1404652509030044,0.0695742836442296,-0.0426350670312555,2.0,1,6,2.3431588405313266
SUBJ_00529,12.544758646080032,8.251650023683093,25.110358938355223,12.1689478845275,0.003347767885209,30,39,35,19,2.7,2.8,3.3182445,3.1912794,0.0231646290308505,0.0601149201326367,0.0218136001770705,5.0,6,8,2.7921614498422653
SUBJ_00530,10.397721019789554,7.1930950898042525,24.379014109257643,11.25923669600313,0.0032406547313472,64,36,34,52,2.5,2.6,3.1578388,3.15282,-0.1945303510394387,-0.0655124039825366,-0.0372742884723836,6.0,5,10,5.218720846706794
SUBJ_00532,13.661941236177157,8.268026694497358,30.34444252618772,12.28969489727251,0.0023201189734934,26,19,17,14,1.6,1.9,3.6246607,3.5291543,-0.0118295830654925,-0.029003152575398,0.068722380738095,3.0,0,3,-0.7266180224659697
SUBJ_00534,11.708829357483491,8.276884013343748,23.974905224266934,14.021648861090291,0.0027118772341262,42,32,24,23,2.5,6.5,3.1260366,3.2050273,-0.1639451330985802,-0.0098336614318239,-0.0970299129006702,4.0,0,1,2.9327030284763254
SUBJ_00540,11.50383250084254,8.141788074125632,23.709271317197683,14.353405181737395,0.003089737189882,41,40,30,32,2.2,3.4,3.1655457,3.1372232,-0.0887000085116316,-0.0358366526718781,0.1023806781121657,6.0,1,7,3.8828182953592822
SUBJ_00541,11.254063399701332,7.384787048000907,23.075192805463605,12.232494256193096,0.0026938797368704,38,29,25,25,2.9,3.9,3.1769543,3.098788,-0.0145676834053651,-0.0318074243279799,0.0493996531808982,2.0,0,1,2.8804406473706266
SUBJ_00544,13.206271980900787,8.716822072660758,26.37016413968673,12.741825783974036,0.0027440558002776,29,35,28,33,1.6,2.6,3.337379,3.3287227,-0.0727787192836807,0.0670719363382729,-0.0436049150813564,3.0,0,3,2.1512514659997124
SUBJ_00545,12.166778604162348,7.916970533755629,25.880093041324564,12.809249341866462,0.0026205084815192,32,29,22,22,1.7,1.9,3.3008628,3.1665854,-0.0590296144801474,-0.0243798345482648,0.0483387034117225,3.0,0,0,1.559529720213087
SUBJ_00546,13.489969813304088,8.764373865860478,26.544579249783272,13.232281813927871,0.0025417852910699,42,41,41,31,2.0,2.3,3.1944194,3.2422326,0.0540528758088712,-0.0515060813798537,-0.012836368816005,4.0,0,2,3.99825251292201
SUBJ_00550,13.220026534541326,7.913062179321712,25.431491689593564,12.638837908840694,0.0019349091169412,37,41,30,30,1.9,2.9,3.2956991,3.2577631,0.0148351992819278,-0.1364189487388178,-0.0176086887707767,0.0,3,4,3.0303373849946613
SUBJ_00551,11.579902979937993,7.524809852914949,24.572223429189066,12.021919273052868,0.0021873226792719,33,23,28,24,1.0,1.5,3.5164912,3.4749966,-0.0263120643594607,0.0878372276231036,0.0490356346026284,5.0,0,0,0.9033970382047448
SUBJ_00554,9.64100631411613,7.181986697189093,26.43024847775647,12.765788587011835,0.0026344497556906,48,44,22,30,3.0,5.0,3.276178,3.2751284,-0.205139655939824,-0.0226920515891256,-0.0119127418175156,7.0,11,22,3.763178101916885
SUBJ_00555,10.051366041515768,6.897695027114098,25.1362430381128,12.806319847785096,0.0023879668417841,40,48,39,35,1.7,3.1,3.1909041,3.2088106,-0.2235813374083207,0.0418298958829427,0.031306142157846,2.0,0,1,3.6658326406677335
SUBJ_00557,11.573556338435944,7.373423792758126,24.48193078380199,11.293988287270476,0.0031631258558976,24,37,20,25,1.5,1.7,3.5402832,3.4729292,-0.114074391975368,0.0398566376957092,-0.0252659273721537,3.0,1,2,0.6298466954167868
SUBJ_00559,13.152855887674583,8.070414108563583,23.09753728534245,13.08893697141434,0.0023216107052687,45,56,45,39,2.4,2.4,3.2337723,3.1625156,-0.1030528252408023,-0.0766581756730789,0.0340367180727708,3.0,0,0,5.088505118712582
SUBJ_00561,12.163304003104953,7.831597014665936,24.509875083904586,11.633053663877506,0.003456561095024,33,33,28,36,1.8,1.9,3.4272683,3.3666356,-0.1272034399384731,-0.0441915480256619,0.0447945619022373,4.0,0,3,2.0711960697209264
SUBJ_00563,11.629900120853993,8.025456523968504,24.178498380725,12.584559071039912,0.0024300717249706,31,37,30,23,2.1,2.2,3.4281619,3.3937364,-0.0892278194961852,-0.0204750056486538,-0.0191552622996721,4.0,1,3,2.1426677014240747
SUBJ_00564,13.205159611102609,8.374799696537334,25.57568620040933,11.888250683530858,0.0032043298512316,25,23,18,27,2.0,2.4,3.4628203,3.4071681,-0.1172007704971515,-0.034464283182457,0.0596212847014999,4.0,0,0,0.5175379728982303
SUBJ_00565,12.355227735088423,7.714069807937453,23.843917485434893,10.724950647249726,0.0032786754911746,28,33,30,31,2.1,2.1,3.3659763,3.4042776,-0.0145888694806378,-0.0928236499392645,-0.0329535085452695,1.0,13,20,2.5207019687869487
SUBJ_00569,11.320666308701377,7.994345945669932,23.149249712704663,12.979915151697409,0.0021922555819978,47,32,48,34,4.3,5.7,3.2458,3.1936557,-0.1515753571322985,-0.0202674355321723,0.0276886557321116,4.0,3,8,5.142365046720988
SUBJ_00570,14.647878199312467,9.108393132233267,26.096953639586552,13.64008262830659,0.0032107672800625,31,36,25,23,1.8,5.8,3.4218214,3.3876524,-0.0055931972240705,0.0443998258172972,-0.0299333763539225,5.0,1,4,1.8771967709337645
SUBJ_00572,12.23121961010126,7.98045379414144,20.91797535529606,11.657544205942711,0.0020743440665572,35,48,44,41,1.3,3.0,3.04767,3.0499053,-0.2076235109470658,-0.0383700991212591,0.0625466190284328,4.0,4,22,4.880489010245725
SUBJ_00573,11.077817625525242,7.431035344183654,20.829850752396627,10.915317883822055,0.0027295650212783,51,53,47,36,2.9,5.9,3.0096076,3.0265505,-0.1993813889446851,0.0700994433965359,-0.0142191808842537,4.0,2,5,5.701695939294322
SUBJ_00575,11.717052948377056,7.435744492197903,25.38255115489824,11.369136726419978,0.0028669363332154,16,25,23,23,2.7,3.1,3.4355817,3.435697,-0.0382227113737516,-0.0170543185989846,-0.0196327624176454,2.0,0,1,0.7437197738300276
SUBJ_00576,12.759975782958628,8.268512466386696,25.442994316479027,11.985764207830108,0.0023678840710981,42,41,37,34,2.6,4.8,3.1909406,3.2092724,-0.0252212902437328,0.0162473531081724,-0.0223992322463726,4.0,0,1,4.085392547958582
SUBJ_00578,13.31750427035877,7.967970409871952,24.896016159131,11.93138441372981,0.0026305907075298,44,44,32,49,2.2,5.6,3.2855158,3.2192392,0.0351657138274129,0.0052611968413222,-0.03892644920944,4.0,2,3,4.516340791814129
SUBJ_00579,13.131530697847843,8.217138997981351,25.73110943530339,12.574503795218542,0.0030250377106291,25,34,22,27,1.1,1.4,3.3727283,3.3303678,-0.0429149885709633,-0.089189214261932,-0.0265629008630801,1.0,1,5,1.2974960468193664
SUBJ_00582,12.751140642140246,8.092046088258108,24.949700047932364,13.01858886584343,0.0028017073168352,26,39,20,22,1.4,2.0,3.369036,3.2535303,-0.0015597289274064,0.0271627875133593,-0.0111944126568142,3.0,0,3,1.5126438932034665
SUBJ_00583,11.940710810582564,7.546304642222617,24.11736981452998,11.645577236086693,0.0026461670021681,51,41,45,25,2.7,2.7,3.1901639,3.10656,0.0464057622167237,0.1422009449135956,-0.0208883557966188,5.0,7,11,4.487713971747191
SUBJ_00586,11.075152726426438,7.029880880949951,24.421012231300697,12.187136544954193,0.0024056962478009,32,24,26,24,1.9,2.5,3.4532542,3.392415,-0.0327934200558092,0.0202697138498384,-0.0761314402710521,1.0,3,5,1.430001619128869
SUBJ_00587,11.496906243267334,7.174721527874579,25.3882746209098,12.376754589599894,0.0028360464250307,26,31,28,30,1.9,2.4,3.2512374,3.2587378,-0.0862300593755948,-0.0261707911577264,0.0702193254129684,0.0,1,3,1.933406449532333
SUBJ_00593,10.491616211526011,7.263935405454555,24.05256875710424,11.939352576283296,0.002705165730191,31,34,26,26,1.6,2.4,3.2517958,3.2335627,-0.2481502125598987,-0.0998625316300731,0.0268617195810424,3.0,0,3,1.8081256062794584
SUBJ_00594,12.726305761251243,8.150570803099079,25.40148008661427,13.239135736073536,0.0029214139395057,29,34,28,21,2.0,2.5,3.2478073,3.2426214,-0.072712271980208,0.0406518504248753,0.0742199511928409,5.0,5,5,2.042282838968798
SUBJ_00595,12.478480181248695,7.906037175920672,27.025317127574628,12.532455097040833,0.0026018219932593,42,57,49,41,3.1,3.4,3.2858243,3.2298574,-0.026028843086314,-0.1232694644091153,-0.0074074130088464,4.0,1,3,5.373492945361838
SUBJ_00596,11.228845396115432,7.445343972002583,22.66871769173185,12.080233089811474,0.0022959365284041,33,18,27,15,1.5,2.0,3.1940958,3.2194448,-0.3206820789191399,-0.0466097369627541,0.0334635185767215,2.0,0,2,0.7697297076867519
SUBJ_00597,11.790315329337016,7.530488361972585,19.29759170793235,10.990960390211129,0.00228358471275,88,87,67,73,5.7,6.7,2.7812424,2.9122355,0.015013641161086,0.0232015852340477,-0.0234338835507352,4.0,34,46,13.631393496665869
SUBJ_00598,14.27579797887343,9.440370720738825,24.65513858924371,12.820208418989296,0.002971938538191,48,28,29,23,1.9,2.3,3.3053346,3.4218972,-0.1603356066275268,-0.0335960676060963,0.0481334506191197,2.0,0,1,2.070181720727463
SUBJ_00600,14.094228570667942,8.532586913997442,25.43001188089741,12.278953155147656,0.002444514895931,26,35,20,20,2.2,2.3,3.441396,3.3660297,-0.0478517860321906,-0.0137745890950619,0.0759415298266665,2.0,0,1,0.9734234198864778
SUBJ_00601,10.388910690017871,7.718289466723596,21.51334507762041,13.50175267527198,0.0024017645449433,37,47,46,41,3.2,3.4,3.18547,2.9101684,-0.1609367279517033,0.0664545052050781,0.0026672347210186,7.0,5,28,5.988004378225455
SUBJ_00605,10.84030044258995,7.019456398581597,23.045816629078843,12.632430040760136,0.0028801182618861,36,43,33,26,1.4,1.7,3.332359,3.227499,-0.0030709085437257,-0.0196746375165796,0.022175243143668,1.0,0,2,2.8832108772681107
SUBJ_00614,10.824030150808802,7.786584525108729,21.11396890186608,11.657362257123909,0.0027313416581646,43,59,53,40,2.4,3.6,3.0605776,3.0293052,-0.1615917415904237,0.0654130129503634,0.0539330614375902,2.0,2,6,5.975916382148226
SUBJ_00636,12.194208921614312,7.805617084184577,26.359510333477388,12.633845799121373,0.0032792029511155,28,29,26,25,1.5,2.3,3.4693286,3.4341147,0.0116166052636362,0.0045747513949862,-0.0064982171784212,2.0,0,1,1.2188021373394795
SUBJ_00640,12.81168778042086,7.809909858847609,25.215487255608263,11.680371929594752,0.0031137564831721,34,35,28,32,1.3,1.9,3.402406,3.3904452,0.0390405042262223,0.028156027178593,-0.0313159370931801,3.0,0,1,2.0001083316212727
SUBJ_00658,13.009927919843614,8.651709368776046,24.44756722323725,13.769442121121282,0.0023779803868075,46,63,44,47,2.6,3.0,3.157399,3.016227,-0.1816430861585301,0.0394677045110578,-0.0167732491305108,0.0,2,4,5.928909258629327
SUBJ_00661,13.85436366392396,8.139971612669365,23.21657945715822,12.331745466424882,0.0023520786516853,41,35,28,32,1.2,7.6,3.3325493,3.2817338,0.0419216159847562,0.0098121114405483,0.0661508876392022,0.0,1,17,3.030935942937396
SUBJ_00671,11.829905892457486,7.923309969070012,23.709106833464944,12.357326440947054,0.002586218574575,47,37,32,35,2.8,4.0,3.1838531,3.136434,-0.0221249532418814,0.0049112722874259,0.0701526907071641,5.0,5,13,4.416654634740971
SUBJ_00689,12.742938286384918,8.842654917621141,24.51681450624692,12.71014836005468,0.0029337613174678,32,39,28,30,3.4,3.4,3.275669,3.2910454,-0.0823313381800345,-0.1720862795481564,-0.1166787945555162,2.0,0,0,3.124170485234185
SUBJ_00813,12.861848227761907,8.214320411239084,24.95008678754457,12.538323418417242,0.002445322795206,24,29,27,29,1.6,2.1,3.437122,3.3074625,0.0252007219465715,0.0020115977362545,0.0077150902658234,3.0,1,4,1.74710242534962
SUBJ_00815,13.41561924241589,8.21464067688555,26.96343550245296,13.148948669162625,0.0028344360067557,48,25,31,17,1.3,3.3,3.3633792,3.3639143,0.0603184318010384,-0.0473224383931761,0.0170057204122015,1.0,1,1,1.843811653133876
SUBJ_00817,10.332486567372197,7.133996354263831,24.02850239324948,11.816540911516585,0.0021751657796353,36,33,24,39,2.9,3.9,3.25773,3.2776937,-0.2258156301306547,-0.0238292531822587,-0.0317373099921714,6.0,0,2,2.898516857411337
SUBJ_00824,10.86154847825739,7.2418248133035075,24.04010816654131,12.808599167501596,0.0029681285896684,53,46,34,41,2.1,2.6,3.091278,3.1196213,-0.1651758414080599,0.0324929216786868,-0.0328800701305125,4.0,0,2,4.5962745837953785
SUBJ_00825,12.8578533542698,8.165919295870479,24.19310253099645,11.513465347283464,0.0023722505502947,34,38,26,30,2.2,9.8,3.4848814,3.3857021,-0.0060981381992396,-0.0520004784255563,0.0669602589762205,6.0,0,4,2.6517410491369557
SUBJ_00835,13.082757735687826,8.121185878642656,27.23312513695431,12.315352621669811,0.0028380032575315,30,37,22,22,2.0,12.5,3.5190704,3.4535005,0.0680649255238318,-0.0236283352259555,-0.0046372374445185,4.0,0,1,1.7488340165095289
SUBJ_00844,11.472172501125774,7.796260626550814,20.733270702797764,11.354185375395756,0.0021240003661405,59,53,61,53,3.3,3.5,3.07255,3.0353715,-0.0812038112180087,-0.0353556027706377,0.030841442483172,7.0,4,16,8.022959946304766
SUBJ_00852,10.758717085861592,7.59085260241477,22.26867734596373,12.637612338714383,0.0026679845319569,49,40,38,41,2.9,4.7,3.2720153,3.067308,-0.1622252990198544,-0.0440236408353618,-0.0855561270791798,4.0,0,1,4.850973474907118
SUBJ_00853,11.367909868924077,7.775572318691889,25.998969190352703,12.850265540714249,0.0029447014430775,39,39,36,31,1.9,2.7,3.4379756,3.3672473,-0.1558629983732839,0.0208089136863346,0.0611628101443158,2.0,0,2,2.6373284438632867
SUBJ_00863,12.098843235789827,8.1062075179848,22.18216317904068,12.14211150182972,0.0025375700984295,35,48,34,32,1.2,3.3,3.2201917,3.1854584,0.0064481749150288,-0.0060064434000886,0.0048264368377646,2.0,3,17,3.9736106969379392
SUBJ_00866,9.994800222600077,6.705975530914309,24.075028232659857,12.168812087736333,0.0030300242615247,24,43,24,34,1.5,2.2,3.472093,3.4994702,0.0218818463554804,-0.0343411503038582,-0.0173533558070561,2.0,1,3,2.0212657556650218
SUBJ_00875,10.336689076975194,6.904251762120792,24.16292682489212,12.242512902491743,0.002277833608732,40,38,32,35,1.5,2.3,3.257491,3.1890404,-0.1857550252190682,0.0123144113169207,0.0078233551976006,4.0,0,1,3.004487246133184
SUBJ_00880,11.391786578111406,8.344241319628592,24.94356822259104,13.289019393953833,0.0026130692521739,48,31,36,22,2.7,6.3,3.2942433,3.411641,-0.0544365756007963,-0.011523139004955,0.1178880143159309,2.0,0,5,3.2627196449963227
SUBJ_00885,13.001180356384705,8.319788160205363,22.40654526610145,13.2197582854847,0.0027885840019944,44,42,30,25,4.6,4.7,3.1841521,3.1748896,-0.1300861814812964,0.0519721230310026,-0.0180748044434202,4.0,4,9,4.167993012164439
SUBJ_00888,13.174844500300544,8.511396655245829,25.52768971909539,13.461129669525048,0.0026851975116375,25,29,22,20,1.8,2.1,3.6124115,3.5007582,-0.0904304235267728,-0.0042310653716689,0.0642249969428539,3.0,0,0,0.460670018383888
SUBJ_00891,13.891179627217586,8.358665003880487,25.54427941726806,12.87472813020938,0.0031105408352789,62,43,33,50,1.4,2.8,3.23159,3.2082343,0.0382426388467984,0.0829354829850897,0.0284804500193995,0.0,0,6,4.711108848594554
SUBJ_00895,15.03683350856217,8.636724469630908,24.189627079973377,11.900128607096276,0.0024069879831265,26,35,37,23,2.0,2.3,3.3285637,3.319413,0.0354307098172669,0.0357574808341163,0.0322811926177238,4.0,2,2,2.1845292129339136
SUBJ_00903,13.16888597335095,8.262593338129019,25.87326949349565,13.475874463668625,0.0025755661270739,38,39,27,29,1.8,5.9,3.445583,3.3259723,-0.0028792083766699,-0.0380245522557822,0.0632747823269406,1.0,0,1,2.568858476821093
SUBJ_00909,10.605764275675185,7.375022531678018,21.33591293247289,13.39885732562807,0.0023743276256932,72,47,36,40,1.6,2.9,3.3481097,3.2180343,-0.1649536238843718,-0.1377667601054336,-0.0433501941610846,4.0,1,5,5.244229769829482
SUBJ_00912,12.578481098194258,8.515108253719891,26.58032016349031,12.47674385391954,0.0022566082827643,30,18,17,29,2.7,3.4,3.542347,3.5556886,-0.0576548834996397,-0.0391754946357769,-0.0713171144882037,6.0,0,6,1.021575010550661
SUBJ_00915,11.334470956952565,7.983362223185405,23.5418017767272,12.09236375796336,0.002493862543792,24,44,9,28,1.3,3.5,3.4716814,3.3145938,-0.2359716903622947,0.0646325349996786,0.0205266359449203,4.0,1,1,0.8125589719144822
SUBJ_00927,13.011328862649664,8.94750167515967,22.21426619037696,12.982966138616826,0.0025786200853884,68,61,62,52,3.7,4.0,3.2137089,3.0542805,-0.0578263866245062,-0.0420079401176716,2.599958747441436e-05,9.0,8,15,8.749675568848783
SUBJ_00928,11.281062224414931,7.883909193362838,22.19151684043204,12.572927161641807,0.002351008684241,52,39,33,32,2.3,2.5,3.261252,3.2351196,-0.1822930788855633,0.0718148751721625,0.0272138807119209,3.0,0,1,3.645649504318882
SUBJ_00931,14.403189383273508,8.9033454888406,25.766387448577685,12.676572201148318,0.0025012189996041,28,33,25,25,1.7,2.2,3.435513,3.2701087,0.0407297436739326,0.0060406513039408,0.0392454982639008,4.0,0,2,1.659872601560514
SUBJ_00934,12.126013468047356,7.631444721608408,25.249838820396192,12.56315457075332,0.0030369963583135,41,37,31,26,1.5,1.5,3.3605194,3.2958858,0.0509350784098856,-0.0193457804850105,-0.0542471020840053,1.0,1,3,2.5585686169305166
SUBJ_00936,11.34638560059105,7.673323386724904,25.635316373582185,13.13762409079418,0.0022907470173266,38,46,35,32,2.1,2.7,3.2906032,3.3142028,-0.1554649681068487,-0.0160272007354384,0.0501399460678806,0.0,6,8,3.4417301724223712
SUBJ_00937,11.056630969119734,7.410934125173047,25.61672148348832,12.456357687223836,0.002178250704992,23,30,25,18,1.1,2.0,3.5741184,3.464634,-0.147015202877992,0.0296447399366532,0.0323642786247013,1.0,0,2,0.2112090948628606
SUBJ_00939,10.47942131492812,7.03483795504474,25.53038672979859,12.771587035430946,0.0025196986515405,56,49,28,41,3.5,4.0,3.294739,3.1219134,-0.1140634364183839,-0.0177751403408756,0.0059450982846407,4.0,1,2,4.816052409031151
SUBJ_00941,11.121597641263016,7.474843878376045,26.89874411919106,12.922855218238864,0.0035920116123478,38,28,35,20,1.4,3.2,3.1942174,3.25882,-0.1576719618844386,0.0171034573351965,0.0035734588907704,1.0,2,5,1.9904145187565387
SUBJ_00949,10.75722848146158,7.470458045235598,21.825388423427487,11.242366889835315,0.0030444278567378,44,42,33,36,4.3,4.6,2.9847767,2.9238408,-0.1295138339262962,-0.0020241061752406,-0.083855195222988,3.0,4,11,5.271484518240906
SUBJ_00950,10.330217097930229,7.149066280318639,24.59451316197353,11.593468292914809,0.0026205522140178,37,41,37,35,2.2,2.4,3.4278028,3.3252473,-0.1162366060242649,0.099445054324882,-0.0289633362789942,2.0,0,2,3.0154630820353407
SUBJ_00952,10.78764945906093,8.109536379347592,24.63778916965018,12.751784349488062,0.002778225996107,27,26,29,23,2.1,2.5,3.1913915,3.0832846,-0.2115786443044829,0.0534420971702887,0.0485203900487406,4.0,1,2,1.935728278833261
SUBJ_00956,11.154737454382053,7.480040117483635,23.78291003905662,12.42432779927307,0.0024724830041185,28,41,38,29,1.3,3.0,3.2506437,3.1625683,-0.126580416178909,0.0219944479142993,-0.0433615376769611,2.0,1,1,2.898579183148355
SUBJ_00962,13.104868547526788,8.255328347356738,25.244577554571624,11.835177088856332,0.0026248029911723,40,37,23,30,1.9,2.1,3.4213192,3.4706898,-0.0528892212154998,-0.0178795809335427,-0.0308452478121116,4.0,0,1,2.046429464549538
SUBJ_00963,12.246687989990734,7.760668554118155,25.178509934928503,12.649009752549077,0.0024966581651821,46,41,41,41,1.9,3.0,3.2610586,3.1974032,-0.0471406933789992,-0.0177809294132449,-0.0400492087585502,5.0,0,1,4.39485831348226
SUBJ_00966,10.60418683837424,7.291608594550468,25.5950998336288,11.279919424586875,0.0023943520791853,27,33,22,17,1.7,2.1,3.6565578,3.4692817,-0.1515655372382798,-0.0592851779827698,-0.0253826219392333,3.0,0,3,0.3495822161667165
SUBJ_00969,11.162879656150547,7.521979842362485,25.70536572961747,13.117387347233583,0.0025029575582731,42,37,22,21,2.2,3.5,3.3620703,3.3466327,-0.085059532027492,-0.0316899682139158,-0.0733027237638993,4.0,1,1,2.171730750269839
SUBJ_00972,16.057204177770373,9.144449157282049,25.095766476347176,13.57319764970474,0.0027487405540675,36,48,27,33,1.5,2.0,3.2411988,3.1029985,0.0911013158852847,-0.031179010451947,-0.0437997564417195,0.0,1,4,3.267751005828697
SUBJ_00980,12.003060079223864,7.662620176453153,24.827908450099034,11.898776509151515,0.0030371914676263,25,32,26,23,1.6,2.1,3.3246617,3.4882057,-0.011723924344014,-0.0769013027028107,-0.0406396062252097,2.0,2,3,1.360994059553615
SUBJ_00988,10.51312900504442,7.576092830523492,24.5826440169433,12.32965503123694,0.0028012806016948,41,34,20,28,2.3,5.0,3.2527027,3.2047904,-0.1017817631067836,0.0482898258776233,0.0623787250477204,5.0,9,23,3.0281412901945672
SUBJ_00992,12.645974594945129,8.006240419161992,26.590375818782725,12.330819016547508,0.0026186687713467,35,38,28,22,1.6,4.4,3.4752011,3.3629491,-0.0440972025191984,0.0166050436328098,0.0995679961485877,2.0,0,3,1.694199871786959
SUBJ_00998,10.132950300682774,7.275226179902956,26.08979860377541,12.325760644612158,0.0024174779874845,24,26,25,15,2.7,3.3,3.433127,3.341231,-0.2047179615948314,0.0406254796106524,0.0079071813947399,2.0,1,2,0.7120341946243921
SUBJ_01006,10.809350943284878,7.89770610144532,25.729515539541588,11.965036910059156,0.0025017338337882,40,32,33,21,1.6,2.0,3.3583465,3.4096684,-0.1820644396765952,-0.0643287717296116,-0.0339106913676174,13.0,12,29,2.712671227406741
SUBJ_01007,12.015386902367869,8.250616070486073,26.31708933080667,13.806272292767346,0.0037723122410602,42,50,46,28,2.4,7.6,3.2160974,3.1992939,-0.0332283578790768,0.0304005223292463,-0.0267234188121975,4.0,4,9,4.817076617996196
SUBJ_01009,11.693267466912332,7.932306156571551,23.55909251119792,12.389342848261972,0.0025053602439301,49,40,35,43,2.7,4.5,3.408592,3.4368858,-0.167986463709664,0.1132245808445837,0.0576859630298107,1.0,0,2,3.7300737757661513
SUBJ_01011,14.455991136540844,8.631012293266423,26.50551549507568,12.857584967135535,0.0026621147716397,25,24,25,23,1.0,1.0,3.3933184,3.39243,0.0811884283685904,-0.0361292843129768,-0.0141399314942488,3.0,0,1,0.7925768858815027
SUBJ_01017,10.050698653496042,7.043789020346894,24.127487619122945,12.311903608242217,0.0027558005528623,49,51,36,35,3.4,5.4,3.3384008,3.252795,-0.1782067290290363,0.027970787146486,0.0489697269487512,3.0,0,1,4.379680819543471
SUBJ_01019,11.30793854521698,7.370894151684981,25.72700660033233,12.14456728269565,0.0025445224187872,33,29,29,27,1.3,5.7,3.3958008,3.3631938,-0.0562195593344806,-0.0654188116991936,0.0117440731053959,3.0,0,1,1.886917820141644
SUBJ_01022,11.409797063870087,7.259279762380558,24.58156072016812,12.172403503773326,0.0031982863944724,29,32,28,29,2.2,3.2,3.245425,3.2089534,0.0294808521765178,0.0817214651710558,0.0183551893103962,1.0,0,1,2.2957998940386486
SUBJ_01027,11.588746547928316,7.44770782369524,23.445606646538764,12.96648917810542,0.0026749986845225,43,46,36,32,2.3,2.4,3.3458352,3.3466012,0.0496426292516257,-0.0209822783101451,0.0487383014457051,0.0,0,2,3.763643935282608
SUBJ_01030,13.272870008604352,8.40333882132958,24.1280101039983,13.584770716888386,0.0028219426982006,42,47,40,46,2.2,2.5,3.0337164,3.1155503,0.0237955831962216,-0.0514983297874117,-0.1060573740578983,2.0,0,3,5.291433637564173
SUBJ_01031,15.270405069538675,8.866345630385322,25.72312022468148,12.814508010606176,0.0028226300419656,44,36,20,28,2.6,4.4,3.200388,3.268085,0.1198829516480839,-0.0133196206564592,-0.0037481714630211,6.0,0,2,2.831155909378485
