"model","AIC","BIC","shapiro_W","shapiro_p","bp_LM","bp_p"
"fit1_LPEs1",1532.10782005793,1608.46783883613,0.998582402368077,0.953718077457694,0.620823039477755,0.430741603730352
"fit_traj_LPEs2",618.932401371048,659.978821362316,0.996361101182306,0.878423771744538,0.0559230610805662,0.813059780868019
