ROI,weight
GausCurv_lh_caudalanteriorcingulate,-11.091275565237412
GausCurv_lh_caudalmiddlefrontal,-12.924974247410972
GausCurv_lh_cuneus,-5.74738901886687
GausCurv_lh_entorhinal,-0.324300750683776
GausCurv_lh_fusiform,-5.475405042016712
GausCurv_lh_inferiorparietal,-8.633991976331993
GausCurv_lh_inferiortemporal,-11.270397400585875
GausCurv_lh_insula,1.6188126813368704
GausCurv_lh_isthmuscingulate,-3.2687498155864034
GausCurv_lh_lateraloccipital,-14.312799810762787
GausCurv_lh_lateralorbitofrontal,-5.286794388208815
GausCurv_lh_lingual,-5.373605593368744
GausCurv_lh_medialorbitofrontal,-7.315002499141798
GausCurv_lh_middletemporal,-12.615589673553872
GausCurv_lh_paracentral,-0.49599015460221757
GausCurv_lh_parahippocampal,-1.5107710813288355
GausCurv_lh_parsopercularis,-7.13564901406981
GausCurv_lh_parsorbitalis,-6.242204501405293
GausCurv_lh_parstriangularis,-7.019605341174702
GausCurv_lh_pericalcarine,-0.9230757099587082
GausCurv_lh_postcentral,-5.974815391820946
GausCurv_lh_posteriorcingulate,-5.806132604371179
GausCurv_lh_precentral,0.2582368074887209
GausCurv_lh_precuneus,-3.015271215944537
GausCurv_lh_rostralanteriorcingulate,-5.97760147586922
GausCurv_lh_rostralmiddlefrontal,-12.268846645601155
GausCurv_lh_superiorfrontal,-12.936591444755845
GausCurv_lh_superiorparietal,-13.443145466163894
GausCurv_lh_superiortemporal,-8.731972680394062
GausCurv_lh_supramarginal,-19.517493605238037
GausCurv_lh_transversetemporal,-0.6267642185192511
GausCurv_rh_caudalanteriorcingulate,-11.706893932703505
GausCurv_rh_caudalmiddlefrontal,-18.54958458677607
GausCurv_rh_cuneus,2.638369450697723
GausCurv_rh_entorhinal,-1.5098089936124433
GausCurv_rh_fusiform,-5.33212501437119
GausCurv_rh_inferiorparietal,-20.364025074798214
GausCurv_rh_inferiortemporal,-9.195567389489364
GausCurv_rh_insula,5.555521688634876
GausCurv_rh_isthmuscingulate,-3.5827331155034097
GausCurv_rh_lateraloccipital,-11.656286092695728
GausCurv_rh_lateralorbitofrontal,-2.062192706944171
GausCurv_rh_lingual,-5.013339703163045
GausCurv_rh_medialorbitofrontal,-5.885042669159076
GausCurv_rh_middletemporal,-15.344078892021935
GausCurv_rh_paracentral,1.753701774884017
GausCurv_rh_parahippocampal,-2.252600234550021
GausCurv_rh_parsopercularis,-9.516456801169324
GausCurv_rh_parsorbitalis,-0.6640823378697926
GausCurv_rh_parstriangularis,-10.53513569929867
GausCurv_rh_pericalcarine,-1.4930521294126302
GausCurv_rh_postcentral,-14.598487199448074
GausCurv_rh_posteriorcingulate,-2.134381439300598
GausCurv_rh_precentral,-10.528918822286705
GausCurv_rh_precuneus,-2.8071492672004834
GausCurv_rh_rostralanteriorcingulate,-2.548422035581743
GausCurv_rh_rostralmiddlefrontal,-10.09817517187406
GausCurv_rh_superiorfrontal,-15.049093158485238
GausCurv_rh_superiorparietal,-9.5373660721409
GausCurv_rh_superiortemporal,-9.581849781690027
GausCurv_rh_supramarginal,-16.88332004794769
GausCurv_rh_transversetemporal,-1.7336172922904123
GrayVol_lh_caudalanteriorcingulate,0.00012185469454509866
GrayVol_lh_caudalmiddlefrontal,4.5254075841791984e-05
GrayVol_lh_cuneus,7.26061957813016e-05
GrayVol_lh_entorhinal,7.95336657112178e-05
GrayVol_lh_fusiform,6.164327665818758e-05
GrayVol_lh_inferiorparietal,2.0389390740714708e-05
GrayVol_lh_inferiortemporal,4.267282215906395e-05
GrayVol_lh_insula,0.00011169516575700871
GrayVol_lh_isthmuscingulate,0.00014392345683045444
GrayVol_lh_lateraloccipital,3.829677565463421e-05
GrayVol_lh_lateralorbitofrontal,7.678912587852143e-05
GrayVol_lh_lingual,4.949270900240532e-05
GrayVol_lh_medialorbitofrontal,0.0001037090270433508
GrayVol_lh_middletemporal,3.642253416226521e-05
GrayVol_lh_paracentral,0.00011624688897237608
GrayVol_lh_parahippocampal,0.00014074856567501635
GrayVol_lh_parsopercularis,6.294114289072443e-05
